date,hour,upRegulationZeroCoded,upRegulationOneCoded,upRegulationTwoCoded,upRegulationDelivered,net
2026-04-21T18:00:00+03:00,18:00,0.0,2538.07,0,2537.0,-1110.44
2026-04-21T19:00:00+03:00,19:00,25.83,2876.47,0,2897.67,-13.83
2026-04-21T20:00:00+03:00,20:00,0.0,3140.0,0,3128.67,451.68
2026-04-21T21:00:00+03:00,21:00,0.0,3438.07,0,3430.79,570.85
2026-04-21T22:00:00+03:00,22:00,0.0,3227.0,0,3223.98,461.79
2026-04-21T23:00:00+03:00,23:00,0.0,3122.33,0,3120.56,452.68
2026-04-22T00:00:00+03:00,00:00,0.0,2598.25,0,2593.03,700.85
2026-04-22T01:00:00+03:00,01:00,33.97,2204.0,0,2233.11,648.56
2026-04-22T02:00:00+03:00,02:00,0.0,1848.07,0,1843.01,606.02
2026-04-22T03:00:00+03:00,03:00,0.0,1360.12,0,1360.12,242.12
2026-04-22T04:00:00+03:00,04:00,0.0,957.5,0,957.5,-300.32
2026-04-22T05:00:00+03:00,05:00,0.0,924.0,0,907.99,-483.71
2026-04-22T06:00:00+03:00,06:00,0.0,1060.0,0,1054.46,-493.14
2026-04-22T07:00:00+03:00,07:00,19.08,2045.0,0,2051.34,-87.06
2026-04-22T08:00:00+03:00,08:00,0.0,2967.43,0,2811.2,-467.49
2026-04-22T09:00:00+03:00,09:00,0.0,4825.85,0,4314.94,-172.59
2026-04-22T10:00:00+03:00,10:00,0.0,4852.43,0,4846.89,-282.28
2026-04-22T11:00:00+03:00,11:00,0.0,5130.0,0,5116.97,298.92
2026-04-22T12:00:00+03:00,12:00,0.0,4813.68,0,4807.86,-386.86
2026-04-22T13:00:00+03:00,13:00,0.0,4567.25,0,4567.01,-288.87
2026-04-22T14:00:00+03:00,14:00,84.0,4811.0,0,4890.26,293.17
2026-04-22T15:00:00+03:00,15:00,0.0,5005.83,0,4924.11,281.02
2026-04-22T16:00:00+03:00,16:00,0.0,5222.0,0,5210.07,751.13
2026-04-22T17:00:00+03:00,17:00,72.82,5163.0,0,5220.14,888.41
2026-04-22T18:00:00+03:00,18:00,0.0,4916.75,0,4894.36,721.35
2026-04-22T19:00:00+03:00,19:00,0.0,4208.0,0,4192.8,96.48
2026-04-22T20:00:00+03:00,20:00,0.0,3972.67,0,3961.19,904.58
2026-04-22T21:00:00+03:00,21:00,0.0,4237.0,0,4044.47,38.08
2026-04-22T22:00:00+03:00,22:00,0.0,3519.17,0,3519.17,-1092.58
2026-04-22T23:00:00+03:00,23:00,0.0,2951.25,0,2951.25,-633.55
2026-04-23T00:00:00+03:00,00:00,0.0,2520.0,0,2430.0,-351.62
2026-04-23T01:00:00+03:00,01:00,0.0,1946.33,0,1946.33,219.33
2026-04-23T02:00:00+03:00,02:00,0.0,1076.0,0,1076.0,-183.58
2026-04-23T03:00:00+03:00,03:00,113.75,554.17,0,667.92,-229.42
2026-04-23T04:00:00+03:00,04:00,0.0,585.0,0,585.0,-68.42
2026-04-23T05:00:00+03:00,05:00,52.5,585.0,0,637.5,378.33
2026-04-23T06:00:00+03:00,06:00,39.48,788.3,0,701.66,2.58
2026-04-23T07:00:00+03:00,07:00,0.0,1450.0,0,1450.0,-369.86
2026-04-23T08:00:00+03:00,08:00,0.0,1980.0,0,1980.0,-1099.57
2026-04-23T09:00:00+03:00,09:00,0.0,2585.0,0,2566.43,-451.0
2026-04-23T10:00:00+03:00,10:00,0.0,3544.57,0,3238.43,-857.96
2026-04-23T11:00:00+03:00,11:00,0.0,3677.93,0,3591.74,-432.28
2026-04-23T12:00:00+03:00,12:00,0.0,3988.83,0,3830.38,-354.75
2026-04-23T13:00:00+03:00,13:00,0.0,4098.48,0,4067.25,-600.21
2026-04-23T14:00:00+03:00,14:00,0.0,4024.0,0,3981.99,-701.82
2026-04-23T15:00:00+03:00,15:00,0.0,3901.5,0,3840.08,-978.13
2026-04-23T16:00:00+03:00,16:00,0.0,4019.0,0,3976.01,-718.06
2026-04-23T17:00:00+03:00,17:00,105.0,4075.0,0,4132.94,-479.94
2026-04-23T18:00:00+03:00,18:00,0.0,3356.4,0,3319.61,101.46
2026-04-23T19:00:00+03:00,19:00,30.0,3513.13,0,3498.8,1056.59
2026-04-23T20:00:00+03:00,20:00,0.0,3945.0,0,3883.85,1358.06
2026-04-23T21:00:00+03:00,21:00,0.0,4475.0,0,4309.69,655.78
2026-04-23T22:00:00+03:00,22:00,0.0,4476.48,0,4435.36,86.63
2026-04-23T23:00:00+03:00,23:00,14.0,3834.42,0,3840.72,8.22
2026-04-24T00:00:00+03:00,00:00,0.0,2641.83,0,2641.83,-476.11
2026-04-24T01:00:00+03:00,01:00,0.0,2350.0,0,2244.0,-56.04
2026-04-24T02:00:00+03:00,02:00,0.0,1692.0,0,1692.0,-298.65
2026-04-24T03:00:00+03:00,03:00,0.0,1380.0,0,1380.0,-94.75
2026-04-24T04:00:00+03:00,04:00,0.0,1174.0,0,1174.0,-181.0
2026-04-24T05:00:00+03:00,05:00,75.25,1359.0,0,1430.19,-55.56
2026-04-24T06:00:00+03:00,06:00,0.0,1294.17,0,1294.17,-536.17
2026-04-24T07:00:00+03:00,07:00,29.33,2621.32,0,2641.23,-695.31
2026-04-24T08:00:00+03:00,08:00,0.0,4690.07,0,3922.17,-1156.6
2026-04-24T09:00:00+03:00,09:00,0.0,4356.42,0,4355.98,-1616.81
2026-04-24T10:00:00+03:00,10:00,0.0,3157.32,0,3148.52,-2472.31
2026-04-24T11:00:00+03:00,11:00,0.0,3255.67,0,3247.15,-1848.36
2026-04-24T12:00:00+03:00,12:00,0.0,2850.0,0,2850.0,-2004.61
2026-04-24T13:00:00+03:00,13:00,41.28,2850.0,0,2877.28,-2162.56
2026-04-24T14:00:00+03:00,14:00,47.0,2873.0,0,2917.79,-1494.9
2026-04-24T15:00:00+03:00,15:00,0.0,2882.0,0,2882.0,-1766.34
2026-04-24T16:00:00+03:00,16:00,54.17,3104.2,0,3132.05,-1668.01
2026-04-24T17:00:00+03:00,17:00,113.83,4009.03,0,4078.68,-607.62
2026-04-24T18:00:00+03:00,18:00,29.75,4520.12,0,4470.4,-198.56
2026-04-24T19:00:00+03:00,19:00,0.0,3542.2,0,3492.95,-158.87
2026-04-24T20:00:00+03:00,20:00,0.0,3459.0,0,3397.22,228.84
2026-04-24T21:00:00+03:00,21:00,0.0,4576.25,0,4536.23,1343.02
2026-04-24T22:00:00+03:00,22:00,0.0,3850.03,0,3838.2,704.42
2026-04-24T23:00:00+03:00,23:00,0.0,3579.0,0,3569.86,620.99
2026-04-25T00:00:00+03:00,00:00,7.0,4148.58,0,4150.03,1032.76
2026-04-25T01:00:00+03:00,01:00,0.0,3861.08,0,3858.07,985.54
2026-04-25T02:00:00+03:00,02:00,0.0,2978.53,0,2971.68,376.42
2026-04-25T03:00:00+03:00,03:00,0.0,2628.33,0,2605.24,-7.7
2026-04-25T04:00:00+03:00,04:00,0.0,1854.0,0,1852.57,-239.43
2026-04-25T05:00:00+03:00,05:00,0.0,1662.0,0,1658.21,-358.69
2026-04-25T06:00:00+03:00,06:00,0.0,1559.0,0,1559.0,-516.59
2026-04-25T07:00:00+03:00,07:00,0.0,1865.5,0,1865.5,-687.02
2026-04-25T08:00:00+03:00,08:00,0.0,1972.17,0,1969.44,-1665.15
2026-04-25T09:00:00+03:00,09:00,0.0,2121.33,0,2121.33,-2670.66
2026-04-25T10:00:00+03:00,10:00,0.0,1425.0,0,1425.0,-4563.45
2026-04-25T11:00:00+03:00,11:00,0.0,1250.0,0,1250.0,-4808.89
2026-04-25T12:00:00+03:00,12:00,0.0,1250.0,0,1250.0,-5934.75
2026-04-25T13:00:00+03:00,13:00,0.0,1363.0,0,1363.0,-5563.57
2026-04-25T14:00:00+03:00,14:00,26.0,1250.0,0,1273.35,-4430.02
2026-04-25T15:00:00+03:00,15:00,6.25,1250.0,0,1256.25,-3643.82
2026-04-25T16:00:00+03:00,16:00,70.23,1667.23,0,1719.7,-1853.18
2026-04-25T17:00:00+03:00,17:00,94.83,2629.0,0,2462.45,-797.51
2026-04-25T18:00:00+03:00,18:00,66.0,2735.0,0,2684.85,-881.51
2026-04-25T19:00:00+03:00,19:00,0.0,1931.0,0,1879.56,-1055.85
2026-04-25T20:00:00+03:00,20:00,0.0,2122.68,0,1999.36,437.46
2026-04-25T21:00:00+03:00,21:00,258.85,2560.98,0,2765.79,373.28
2026-04-25T22:00:00+03:00,22:00,0.0,3474.92,0,3447.96,109.42
2026-04-25T23:00:00+03:00,23:00,108.33,3551.27,0,3648.91,-259.44
2026-04-26T00:00:00+03:00,00:00,0.0,3591.65,0,3584.09,-564.72
2026-04-26T01:00:00+03:00,01:00,0.0,2831.58,0,2814.03,-404.17
2026-04-26T02:00:00+03:00,02:00,0.0,2603.33,0,2582.95,-152.28
2026-04-26T03:00:00+03:00,03:00,47.25,2300.0,0,2328.26,-52.79
2026-04-26T04:00:00+03:00,04:00,0.0,2210.0,0,2192.84,24.86
2026-04-26T05:00:00+03:00,05:00,0.0,2210.0,0,2193.64,-158.55
2026-04-26T06:00:00+03:00,06:00,0.0,1964.33,0,1962.01,-511.68
2026-04-26T07:00:00+03:00,07:00,0.0,1444.0,0,1439.97,-810.17
2026-04-26T08:00:00+03:00,08:00,0.0,372.0,0,372.0,-4126.1
2026-04-26T09:00:00+03:00,09:00,0.0,0.0,0,0.0,-6592.8
2026-04-26T10:00:00+03:00,10:00,0.0,0.0,0,0.0,-8744.83
2026-04-26T11:00:00+03:00,11:00,0.0,0.0,0,0.0,-10833.53
2026-04-26T12:00:00+03:00,12:00,0.0,0.0,0,0.0,-10569.34
2026-04-26T13:00:00+03:00,13:00,0.0,0.0,0,0.0,-8832.44
2026-04-26T14:00:00+03:00,14:00,0.0,0.0,0,0.0,-6795.81
2026-04-26T15:00:00+03:00,15:00,0.0,240.0,0,240.0,-6237.97
2026-04-26T16:00:00+03:00,16:00,0.0,1130.0,0,1011.63,-4298.37
2026-04-26T17:00:00+03:00,17:00,192.77,1850.0,0,2035.87,-1441.53
2026-04-26T18:00:00+03:00,18:00,20.67,2490.75,0,2458.61,-488.59
2026-04-26T19:00:00+03:00,19:00,0.0,3041.0,0,2947.59,-32.53
2026-04-26T20:00:00+03:00,20:00,0.0,3438.0,0,3224.92,533.39
2026-04-26T21:00:00+03:00,21:00,0.0,3458.0,0,3312.3,190.39
2026-04-26T22:00:00+03:00,22:00,0.0,3658.83,0,3605.8,77.72
2026-04-26T23:00:00+03:00,23:00,0.0,3435.0,0,3418.55,-307.12
2026-04-27T00:00:00+03:00,00:00,0.0,2907.33,0,2893.78,-435.85
2026-04-27T01:00:00+03:00,01:00,0.0,2132.32,0,2132.32,-292.76
2026-04-27T02:00:00+03:00,02:00,0.0,1078.0,0,1073.14,-615.53
2026-04-27T03:00:00+03:00,03:00,0.0,480.0,0,480.0,-949.24
2026-04-27T04:00:00+03:00,04:00,0.0,168.0,0,168.0,-990.92
2026-04-27T05:00:00+03:00,05:00,0.0,0.0,0,0.0,-1018.85
2026-04-27T06:00:00+03:00,06:00,0.0,0.0,0,0.0,-1184.62
2026-04-27T07:00:00+03:00,07:00,0.0,0.0,0,0.0,0.0
2026-04-27T08:00:00+03:00,08:00,0.0,0.0,0,0.0,0.0
2026-04-27T09:00:00+03:00,09:00,0.0,0.0,0,0.0,0.0
2026-04-27T10:00:00+03:00,10:00,0.0,0.0,0,0.0,0.0
2026-04-27T11:00:00+03:00,11:00,0.0,0.0,0,0.0,0.0
2026-04-27T12:00:00+03:00,12:00,0.0,0.0,0,0.0,0.0
2026-04-27T13:00:00+03:00,13:00,0.0,0.0,0,0.0,0.0
2026-04-27T14:00:00+03:00,14:00,0.0,0.0,0,0.0,0.0
2026-04-27T15:00:00+03:00,15:00,0.0,0.0,0,0.0,0.0
2026-04-27T16:00:00+03:00,16:00,0.0,0.0,0,0.0,0.0
2026-04-27T17:00:00+03:00,17:00,0.0,0.0,0,0.0,0.0
2026-04-27T18:00:00+03:00,18:00,0.0,0.0,0,0.0,0.0
2026-04-27T19:00:00+03:00,19:00,0.0,0.0,0,0.0,0.0
2026-04-27T20:00:00+03:00,20:00,0.0,0.0,0,0.0,0.0
2026-04-27T21:00:00+03:00,21:00,0.0,0.0,0,0.0,0.0
2026-04-27T22:00:00+03:00,22:00,0.0,0.0,0,0.0,0.0
2026-04-27T23:00:00+03:00,23:00,0.0,0.0,0,0.0,0.0
